team_id,season,T_j_hat,roster_n,draftees
108,2015,-0.2695430560634088,14,0
108,2016,-0.06577490534268438,11,0
108,2017,-0.09698084118271388,14,0
108,2018,-0.07772724144608034,13,0
108,2019,0.09104844286220094,14,0
108,2020,0.2709545888735821,15,0
109,2011,0.6745057584742072,4,0
109,2012,0.15120388596736867,4,0
109,2013,0.230224207563003,3,0
109,2014,-0.18662978275025222,4,0
109,2015,-0.10997524873131925,6,0
109,2016,-0.8041448607608194,6,0
109,2018,0.30977991512607345,4,0
109,2019,0.24796230164756955,5,0
109,2020,-1.2663881807809105,5,0
111,2011,-0.23470582294855113,12,0
111,2012,-0.23948763961929934,11,0
111,2013,0.03797094755434093,11,0
111,2014,-0.12862380495665324,12,0
111,2015,0.07372477374227707,10,0
111,2016,-0.05185279659420502,13,0
111,2017,-0.02141032353021525,11,0
111,2018,-0.012470362379414216,12,0
111,2019,0.08885654123345574,11,0
111,2020,-0.1439546430760818,12,0
111,2021,-0.2619266150009347,11,0
113,2011,0.035959682319923005,12,0
113,2012,0.5485156621173924,12,1
113,2013,0.3824357259989511,10,1
113,2014,0.2698627511568452,11,1
113,2015,-0.008296644155684834,11,1
113,2016,-0.044413580568504994,10,0
113,2017,0.0722982846607764,12,0
113,2018,-0.07831017069647456,11,0
113,2019,-0.039759089497330646,14,0
113,2020,-0.07741782784649144,13,0
113,2021,0.062139706336928405,11,0
116,2011,-0.22244763755876143,11,0
116,2012,-0.1313369337642614,11,0
116,2013,0.16126921776446537,11,0
116,2014,-0.0617769009290119,13,0
116,2015,-0.0037850796286487054,14,0
116,2016,-0.35413616755171473,12,0
116,2017,-0.18209833577978218,11,0
116,2018,-0.07359476087770543,10,0
116,2019,-0.19689703123466543,13,0
116,2020,-0.32590729907442734,12,0
116,2021,-0.20588491611648274,11,0
117,2011,2.3865414131366474,2,0
117,2017,0.053660924420583234,4,0
117,2018,-0.5377654859515026,5,0
117,2019,-0.7478785558855164,6,0
117,2020,0.11269885285055614,5,0
117,2021,-0.5703583149912101,9,0
119,2011,0.10669615509861721,9,0
119,2012,-0.7217669573356481,11,0
119,2013,-0.16902917635846568,10,0
119,2014,-0.12642773367024276,12,0
119,2015,-0.12510801355806114,11,0
119,2016,0.056268429389124394,10,0
119,2017,0.12915222193938397,12,0
119,2018,-0.19236722972691947,12,0
119,2019,0.0976538293700732,12,0
119,2020,0.2619503945984218,13,0
119,2021,-0.1320232453283177,12,0
120,2011,0.44491167558045835,11,1
120,2012,-0.19314454903582143,12,1
120,2013,0.39335042067491854,10,2
120,2014,-0.245376462043442,12,1
120,2015,0.016293112191904064,11,1
120,2016,0.05933413147471852,12,2
120,2017,0.2736548469760528,11,2
120,2018,0.1448969549598403,13,3
120,2019,-0.26400720225473423,11,3
120,2020,-0.14268187674116078,14,2
120,2021,-0.12806912836425707,12,1
123,2015,-0.1965598706537472,10,0
126,2014,0.7871208507397278,6,0
127,2011,0.01553062363800317,11,2
127,2012,0.1502475757390955,12,3
127,2013,-0.024349848594459975,11,4
127,2014,0.06337159256524928,15,4
127,2015,-0.17633450452024746,13,2
127,2016,0.19139866171092132,15,2
127,2017,0.13445272436245292,11,2
127,2018,0.058276066235865426,12,4
127,2019,0.2754255169583908,13,2
127,2020,0.32331583023208804,13,2
